project_id,project_title,project_description,research_domain,project_type,budget_range,duration_months,team_expertise,location,equipment_name,equipment_category,methodology_name,methodology_type,skill_required,tool_name,tool_category
PRJ_7480DD,Automated Chatbot Classification System,Knowledge graph construction from unstructured biomedical literature using NLP entity extraction and graph neural network link prediction. Data privacy and security considerations are incorporated into the design.,CS-AI,Computational,1L-5L,6,"ML, Programming, Electronics","Bengaluru, Karnataka",,,,,,Redis,Programming
PRJ_9F84C6,Smart Edge Ai Prediction Using Generative Ai,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The methodology includes a rigorous statistical validation framework.,CS-AI,Mixed,1L-5L,6,"Data Analysis, ML, Electronics","Bengaluru, Karnataka",GPU Workstation (NVIDIA RTX 4090),Computing,Ablation Study,Analytical,Data Analysis,Python,Programming
PRJ_9F84C6,Smart Edge Ai Prediction Using Generative Ai,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The methodology includes a rigorous statistical validation framework.,CS-AI,Mixed,1L-5L,6,"Data Analysis, ML, Electronics","Bengaluru, Karnataka",Jetson Nano,Computing,Active Learning,Computational,Data Analysis,PyTorch,Data Analysis
PRJ_9F84C6,Smart Edge Ai Prediction Using Generative Ai,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The methodology includes a rigorous statistical validation framework.,CS-AI,Mixed,1L-5L,6,"Data Analysis, ML, Electronics","Bengaluru, Karnataka",Tactile Sensor,Sensor,Monte Carlo Simulation,Computational,ML,Hugging Face Transformers,Data Analysis
PRJ_9F84C6,Smart Edge Ai Prediction Using Generative Ai,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The methodology includes a rigorous statistical validation framework.,CS-AI,Mixed,1L-5L,6,"Data Analysis, ML, Electronics","Bengaluru, Karnataka",Microphone Array,Sensor,Transformer Fine-Tuning,Computational,Data Analysis,Weights & Biases,Visualization
PRJ_9F84C6,Smart Edge Ai Prediction Using Generative Ai,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The methodology includes a rigorous statistical validation framework.,CS-AI,Mixed,1L-5L,6,"Data Analysis, ML, Electronics","Bengaluru, Karnataka",TPU Cloud Instance,Computing,,,,,
PRJ_D9A7D0,Multi-Modal Generative Ai Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. A web dashboard will be developed to present results in real-time.,CS-AI,Mixed,5L-20L,3,"Electronics, Data Analysis, ML","Hyderabad, Telangana",Microphone Array,Sensor,Active Learning,Computational,Programming,Python,Programming
PRJ_D9A7D0,Multi-Modal Generative Ai Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. A web dashboard will be developed to present results in real-time.,CS-AI,Mixed,5L-20L,3,"Electronics, Data Analysis, ML","Hyderabad, Telangana",GPU Workstation (NVIDIA RTX 4090),Computing,Monte Carlo Simulation,Computational,Programming,MLflow,Visualization
PRJ_D9A7D0,Multi-Modal Generative Ai Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. A web dashboard will be developed to present results in real-time.,CS-AI,Mixed,5L-20L,3,"Electronics, Data Analysis, ML","Hyderabad, Telangana",TPU Cloud Instance,Computing,Hyperparameter Optimization (Optuna),Computational,Programming,Kubernetes,Simulation
PRJ_D9A7D0,Multi-Modal Generative Ai Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. A web dashboard will be developed to present results in real-time.,CS-AI,Mixed,5L-20L,3,"Electronics, Data Analysis, ML","Hyderabad, Telangana",NAS Storage (100TB),Computing,Graph Neural Network,Computational,Programming,PostgreSQL,Data Analysis
PRJ_9DEBA8,Data-Driven Federated Learning Optimization Framework,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. Data privacy and security considerations are incorporated into the design.,CS-AI,Mixed,1L-5L,24,"ML, Biology, Data Analysis","Jaipur, Rajasthan",High-Resolution Camera,Sensor,Monte Carlo Simulation,Computational,Programming,FastAPI,Programming
PRJ_9DEBA8,Data-Driven Federated Learning Optimization Framework,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. Data privacy and security considerations are incorporated into the design.,CS-AI,Mixed,1L-5L,24,"ML, Biology, Data Analysis","Jaipur, Rajasthan",LiDAR Sensor,Sensor,Graph Neural Network,Computational,Data Analysis,LangChain,Programming
PRJ_9DEBA8,Data-Driven Federated Learning Optimization Framework,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. Data privacy and security considerations are incorporated into the design.,CS-AI,Mixed,1L-5L,24,"ML, Biology, Data Analysis","Jaipur, Rajasthan",Tactile Sensor,Sensor,Hyperparameter Optimization (Optuna),Computational,ML,MLflow,Visualization
PRJ_9DEBA8,Data-Driven Federated Learning Optimization Framework,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. Data privacy and security considerations are incorporated into the design.,CS-AI,Mixed,1L-5L,24,"ML, Biology, Data Analysis","Jaipur, Rajasthan",GPU Workstation (NVIDIA RTX 4090),Computing,,,,,
PRJ_33D02D,Deep Learning Approach to Autonomous Agent,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. The methodology includes a rigorous statistical validation framework.,CS-AI,Computational,20L-1Cr,24,"Programming, Electronics, ML","Guwahati, Assam",LiDAR Sensor,Sensor,Reinforcement Learning from Human Feedback,Computational,ML,MLflow,Visualization
PRJ_33D02D,Deep Learning Approach to Autonomous Agent,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. The methodology includes a rigorous statistical validation framework.,CS-AI,Computational,20L-1Cr,24,"Programming, Electronics, ML","Guwahati, Assam",Microphone Array,Sensor,Hyperparameter Optimization (Optuna),Computational,ML,PyTorch,Data Analysis
PRJ_33D02D,Deep Learning Approach to Autonomous Agent,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. The methodology includes a rigorous statistical validation framework.,CS-AI,Computational,20L-1Cr,24,"Programming, Electronics, ML","Guwahati, Assam",Tactile Sensor,Sensor,A/B Testing,Statistical,ML,Kubernetes,Simulation
PRJ_33D02D,Deep Learning Approach to Autonomous Agent,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. The methodology includes a rigorous statistical validation framework.,CS-AI,Computational,20L-1Cr,24,"Programming, Electronics, ML","Guwahati, Assam",NAS Storage (100TB),Computing,,,,Redis,Programming
PRJ_33D02D,Deep Learning Approach to Autonomous Agent,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. The methodology includes a rigorous statistical validation framework.,CS-AI,Computational,20L-1Cr,24,"Programming, Electronics, ML","Guwahati, Assam",TPU Cloud Instance,Computing,,,,Hugging Face Transformers,Data Analysis
PRJ_33D02D,Deep Learning Approach to Autonomous Agent,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. The methodology includes a rigorous statistical validation framework.,CS-AI,Computational,20L-1Cr,24,"Programming, Electronics, ML","Guwahati, Assam",High-Resolution Camera,Sensor,,,,,
PRJ_33D02D,Deep Learning Approach to Autonomous Agent,Multilingual hate speech detection model for Tamil and Telugu social media using cross-lingual transformer embeddings and adversarial training. The methodology includes a rigorous statistical validation framework.,CS-AI,Computational,20L-1Cr,24,"Programming, Electronics, ML","Guwahati, Assam",Network Switch (10GbE),Computing,,,,,
PRJ_A3361C,Embedded Knowledge Graph Controller for Knowledge Graph,Real-time object detection and tracking system for traffic management using YOLOv9 with edge deployment on NVIDIA Jetson Nano. Data privacy and security considerations are incorporated into the design.,CS-AI,Computational,1L-5L,9,"Programming, Biology, Electronics","Mumbai, Maharashtra",TPU Cloud Instance,Computing,Ablation Study,Analytical,Data Analysis,FastAPI,Programming
PRJ_A3361C,Embedded Knowledge Graph Controller for Knowledge Graph,Real-time object detection and tracking system for traffic management using YOLOv9 with edge deployment on NVIDIA Jetson Nano. Data privacy and security considerations are incorporated into the design.,CS-AI,Computational,1L-5L,9,"Programming, Biology, Electronics","Mumbai, Maharashtra",Microphone Array,Sensor,Reinforcement Learning from Human Feedback,Computational,Data Analysis,Hugging Face Transformers,Data Analysis
PRJ_A3361C,Embedded Knowledge Graph Controller for Knowledge Graph,Real-time object detection and tracking system for traffic management using YOLOv9 with edge deployment on NVIDIA Jetson Nano. Data privacy and security considerations are incorporated into the design.,CS-AI,Computational,1L-5L,9,"Programming, Biology, Electronics","Mumbai, Maharashtra",LiDAR Sensor,Sensor,Monte Carlo Simulation,Computational,Data Analysis,Weights & Biases,Visualization
PRJ_A3361C,Embedded Knowledge Graph Controller for Knowledge Graph,Real-time object detection and tracking system for traffic management using YOLOv9 with edge deployment on NVIDIA Jetson Nano. Data privacy and security considerations are incorporated into the design.,CS-AI,Computational,1L-5L,9,"Programming, Biology, Electronics","Mumbai, Maharashtra",GPU Workstation (NVIDIA RTX 4090),Computing,Hyperparameter Optimization (Optuna),Computational,ML,PyTorch,Data Analysis
PRJ_A3361C,Embedded Knowledge Graph Controller for Knowledge Graph,Real-time object detection and tracking system for traffic management using YOLOv9 with edge deployment on NVIDIA Jetson Nano. Data privacy and security considerations are incorporated into the design.,CS-AI,Computational,1L-5L,9,"Programming, Biology, Electronics","Mumbai, Maharashtra",,,,,,Docker,Simulation
PRJ_A298DC,Multi-Modal Natural Language Processing Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. The project will leverage open-source tools wherever possible to maximize reproducibility.,CS-AI,Computational,1L-5L,18,"Biology, ML, Programming","Chennai, Tamil Nadu",TPU Cloud Instance,Computing,Hyperparameter Optimization (Optuna),Computational,Programming,Docker,Simulation
PRJ_A298DC,Multi-Modal Natural Language Processing Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. The project will leverage open-source tools wherever possible to maximize reproducibility.,CS-AI,Computational,1L-5L,18,"Biology, ML, Programming","Chennai, Tamil Nadu",Jetson Nano,Computing,Benchmark Evaluation,Analytical,ML,Redis,Programming
PRJ_A298DC,Multi-Modal Natural Language Processing Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. The project will leverage open-source tools wherever possible to maximize reproducibility.,CS-AI,Computational,1L-5L,18,"Biology, ML, Programming","Chennai, Tamil Nadu",Microphone Array,Sensor,Monte Carlo Simulation,Computational,ML,Hugging Face Transformers,Data Analysis
PRJ_A298DC,Multi-Modal Natural Language Processing Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. The project will leverage open-source tools wherever possible to maximize reproducibility.,CS-AI,Computational,1L-5L,18,"Biology, ML, Programming","Chennai, Tamil Nadu",NAS Storage (100TB),Computing,,,,PyTorch,Data Analysis
PRJ_A298DC,Multi-Modal Natural Language Processing Assessment System,Autonomous drone navigation using deep reinforcement learning with PPO algorithm for obstacle avoidance in GPS-denied indoor environments. The project will leverage open-source tools wherever possible to maximize reproducibility.,CS-AI,Computational,1L-5L,18,"Biology, ML, Programming","Chennai, Tamil Nadu",Tactile Sensor,Sensor,,,,Kubernetes,Simulation
PRJ_5EAE57,Smart Knowledge Graph Prediction Using Transformer Model,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The system is designed for deployment in resource-constrained environments.,CS-AI,Computational,1L-5L,12,"Programming, Biology, Electronics","Mumbai, Maharashtra",LiDAR Sensor,Sensor,A/B Testing,Statistical,Data Analysis,Weights & Biases,Visualization
PRJ_5EAE57,Smart Knowledge Graph Prediction Using Transformer Model,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The system is designed for deployment in resource-constrained environments.,CS-AI,Computational,1L-5L,12,"Programming, Biology, Electronics","Mumbai, Maharashtra",Microphone Array,Sensor,Active Learning,Computational,Data Analysis,Docker,Simulation
PRJ_5EAE57,Smart Knowledge Graph Prediction Using Transformer Model,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The system is designed for deployment in resource-constrained environments.,CS-AI,Computational,1L-5L,12,"Programming, Biology, Electronics","Mumbai, Maharashtra",Jetson Nano,Computing,,,,Python,Programming
PRJ_5EAE57,Smart Knowledge Graph Prediction Using Transformer Model,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The system is designed for deployment in resource-constrained environments.,CS-AI,Computational,1L-5L,12,"Programming, Biology, Electronics","Mumbai, Maharashtra",TPU Cloud Instance,Computing,,,,MLflow,Visualization
PRJ_5EAE57,Smart Knowledge Graph Prediction Using Transformer Model,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The system is designed for deployment in resource-constrained environments.,CS-AI,Computational,1L-5L,12,"Programming, Biology, Electronics","Mumbai, Maharashtra",High-Resolution Camera,Sensor,,,,,
PRJ_5EAE57,Smart Knowledge Graph Prediction Using Transformer Model,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. The system is designed for deployment in resource-constrained environments.,CS-AI,Computational,1L-5L,12,"Programming, Biology, Electronics","Mumbai, Maharashtra",Tactile Sensor,Sensor,,,,,
PRJ_6076D7,IoT-Based Reinforcement Learning System for Chatbot Analysis,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. A web dashboard will be developed to present results in real-time.,CS-AI,Computational,1L-5L,9,"Programming, Electronics, ML","Coimbatore, Tamil Nadu",Raspberry Pi 5,Computing,Benchmark Evaluation,Analytical,Data Analysis,PostgreSQL,Data Analysis
PRJ_6076D7,IoT-Based Reinforcement Learning System for Chatbot Analysis,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. A web dashboard will be developed to present results in real-time.,CS-AI,Computational,1L-5L,9,"Programming, Electronics, ML","Coimbatore, Tamil Nadu",GPU Workstation (NVIDIA RTX 4090),Computing,RAG Pipeline,Computational,ML,Hugging Face Transformers,Data Analysis
PRJ_6076D7,IoT-Based Reinforcement Learning System for Chatbot Analysis,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. A web dashboard will be developed to present results in real-time.,CS-AI,Computational,1L-5L,9,"Programming, Electronics, ML","Coimbatore, Tamil Nadu",High-Resolution Camera,Sensor,Graph Neural Network,Computational,Data Analysis,Kubernetes,Simulation
PRJ_6076D7,IoT-Based Reinforcement Learning System for Chatbot Analysis,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. A web dashboard will be developed to present results in real-time.,CS-AI,Computational,1L-5L,9,"Programming, Electronics, ML","Coimbatore, Tamil Nadu",Jetson Nano,Computing,,,,MLflow,Visualization
PRJ_6076D7,IoT-Based Reinforcement Learning System for Chatbot Analysis,A retrieval-augmented generation (RAG) based question answering system for Indian legal documents using LLaMA-3 fine-tuned on IPC and CrPC text corpora. A web dashboard will be developed to present results in real-time.,CS-AI,Computational,1L-5L,9,"Programming, Electronics, ML","Coimbatore, Tamil Nadu",,,,,,Docker,Simulation
PRJ_FCDF1C,Data-Driven Power Electronics Optimization Framework,Design and fabrication of a low-power FPGA-based real-time signal processing core for radar pulse compression with 200 MHz bandwidth. Data privacy and security considerations are incorporated into the design.,Electronics,Mixed,<1L,9,"Electronics, Embedded Systems, Biology","Bengaluru, Karnataka",Soldering Station,Fabrication,Thermal Analysis,Experimental,Programming,Altium Designer,Design
PRJ_FCDF1C,Data-Driven Power Electronics Optimization Framework,Design and fabrication of a low-power FPGA-based real-time signal processing core for radar pulse compression with 200 MHz bandwidth. Data privacy and security considerations are incorporated into the design.,Electronics,Mixed,<1L,9,"Electronics, Embedded Systems, Biology","Bengaluru, Karnataka",STM32 Nucleo Board,Computing,PID Control Design,Analytical,Embedded Systems,MATLAB/Simulink,Simulation
PRJ_FCDF1C,Data-Driven Power Electronics Optimization Framework,Design and fabrication of a low-power FPGA-based real-time signal processing core for radar pulse compression with 200 MHz bandwidth. Data privacy and security considerations are incorporated into the design.,Electronics,Mixed,<1L,9,"Electronics, Embedded Systems, Biology","Bengaluru, Karnataka",Motor Driver Module,Computing,Hardware-in-Loop Simulation,Computational,Programming,LabVIEW,Visualization
PRJ_FCDF1C,Data-Driven Power Electronics Optimization Framework,Design and fabrication of a low-power FPGA-based real-time signal processing core for radar pulse compression with 200 MHz bandwidth. Data privacy and security considerations are incorporated into the design.,Electronics,Mixed,<1L,9,"Electronics, Embedded Systems, Biology","Bengaluru, Karnataka",3D Printer (FDM),Fabrication,LTSpice Circuit Simulation,Computational,Embedded Systems,KiCad,Design
PRJ_FCDF1C,Data-Driven Power Electronics Optimization Framework,Design and fabrication of a low-power FPGA-based real-time signal processing core for radar pulse compression with 200 MHz bandwidth. Data privacy and security considerations are incorporated into the design.,Electronics,Mixed,<1L,9,"Electronics, Embedded Systems, Biology","Bengaluru, Karnataka",Digital Multimeter,Lab Instrument,,,,Cadence Virtuoso,Design
PRJ_FCDF1C,Data-Driven Power Electronics Optimization Framework,Design and fabrication of a low-power FPGA-based real-time signal processing core for radar pulse compression with 200 MHz bandwidth. Data privacy and security considerations are incorporated into the design.,Electronics,Mixed,<1L,9,"Electronics, Embedded Systems, Biology","Bengaluru, Karnataka",RF Signal Generator,Lab Instrument,,,,,
PRJ_ABEDC6,Low-Cost Smart Grid Platform for Analog Circuit,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. The system is designed for deployment in resource-constrained environments.,Electronics,Mixed,<1L,3,"Electronics, Programming, Embedded Systems","Kochi, Kerala",Oscilloscope (4-channel),Lab Instrument,Thermal Analysis,Experimental,Embedded Systems,LabVIEW,Visualization
PRJ_ABEDC6,Low-Cost Smart Grid Platform for Analog Circuit,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. The system is designed for deployment in resource-constrained environments.,Electronics,Mixed,<1L,3,"Electronics, Programming, Embedded Systems","Kochi, Kerala",3D Printer (FDM),Fabrication,VLSI RTL Design,Experimental,Electronics,Eagle PCB,Design
PRJ_ABEDC6,Low-Cost Smart Grid Platform for Analog Circuit,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. The system is designed for deployment in resource-constrained environments.,Electronics,Mixed,<1L,3,"Electronics, Programming, Embedded Systems","Kochi, Kerala",Arduino Mega,Computing,Regression Testing (Hardware),Experimental,Programming,Xilinx Vivado,Design
PRJ_ABEDC6,Low-Cost Smart Grid Platform for Analog Circuit,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. The system is designed for deployment in resource-constrained environments.,Electronics,Mixed,<1L,3,"Electronics, Programming, Embedded Systems","Kochi, Kerala",Function Generator,Lab Instrument,,,,LTSpice,Simulation
PRJ_ABEDC6,Low-Cost Smart Grid Platform for Analog Circuit,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. The system is designed for deployment in resource-constrained environments.,Electronics,Mixed,<1L,3,"Electronics, Programming, Embedded Systems","Kochi, Kerala",,,,,,Altium Designer,Design
PRJ_81F09B,Data-Driven Rf Circuit Optimization Framework,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,<1L,12,"Biology, Embedded Systems, Electronics","Pune, Maharashtra",Motor Driver Module,Computing,Monte Carlo Fault Simulation,Computational,Electronics,Python,Programming
PRJ_81F09B,Data-Driven Rf Circuit Optimization Framework,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,<1L,12,"Biology, Embedded Systems, Electronics","Pune, Maharashtra",3D Printer (FDM),Fabrication,LTSpice Circuit Simulation,Computational,Electronics,Altium Designer,Design
PRJ_81F09B,Data-Driven Rf Circuit Optimization Framework,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,<1L,12,"Biology, Embedded Systems, Electronics","Pune, Maharashtra",FPGA Board (Xilinx Artix-7),Computing,,,,Proteus,Simulation
PRJ_81F09B,Data-Driven Rf Circuit Optimization Framework,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,<1L,12,"Biology, Embedded Systems, Electronics","Pune, Maharashtra",PCB Prototyping Machine,Fabrication,,,,,
PRJ_81F09B,Data-Driven Rf Circuit Optimization Framework,VLSI implementation of a fast Fourier transform accelerator using pipelined Cooley-Tukey algorithm in 28nm CMOS technology. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,<1L,12,"Biology, Embedded Systems, Electronics","Pune, Maharashtra",Function Generator,Lab Instrument,,,,,
PRJ_7D1736,ML-Driven Power Electronics Detection Framework,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. The methodology includes a rigorous statistical validation framework.,Electronics,Mixed,<1L,18,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",PCB Prototyping Machine,Fabrication,FFT Signal Analysis,Analytical,Programming,Xilinx Vivado,Design
PRJ_7D1736,ML-Driven Power Electronics Detection Framework,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. The methodology includes a rigorous statistical validation framework.,Electronics,Mixed,<1L,18,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",STM32 Nucleo Board,Computing,Regression Testing (Hardware),Experimental,Programming,Proteus,Simulation
PRJ_7D1736,ML-Driven Power Electronics Detection Framework,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. The methodology includes a rigorous statistical validation framework.,Electronics,Mixed,<1L,18,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",CRO (Cathode Ray Oscilloscope),Lab Instrument,Eye Diagram Analysis,Analytical,Programming,LabVIEW,Visualization
PRJ_7D1736,ML-Driven Power Electronics Detection Framework,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. The methodology includes a rigorous statistical validation framework.,Electronics,Mixed,<1L,18,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",Motor Driver Module,Computing,Hardware-in-Loop Simulation,Computational,Electronics,MATLAB/Simulink,Simulation
PRJ_7D1736,ML-Driven Power Electronics Detection Framework,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. The methodology includes a rigorous statistical validation framework.,Electronics,Mixed,<1L,18,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",Soldering Station,Fabrication,,,,LTSpice,Simulation
PRJ_7D1736,ML-Driven Power Electronics Detection Framework,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. The methodology includes a rigorous statistical validation framework.,Electronics,Mixed,<1L,18,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",Digital Multimeter,Lab Instrument,,,,,
PRJ_7D1736,ML-Driven Power Electronics Detection Framework,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. The methodology includes a rigorous statistical validation framework.,Electronics,Mixed,<1L,18,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",Power Supply (Variable),Lab Instrument,,,,,
PRJ_00D883,Automated Embedded Systems Classification System,Smart motor controller for BLDC motors using STM32 with FOC algorithm and CAN bus communication for EV applications. The project will leverage open-source tools wherever possible to maximize reproducibility.,Electronics,Experimental,<1L,12,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",Function Generator,Lab Instrument,Regression Testing (Hardware),Experimental,Electronics,KiCad,Design
PRJ_00D883,Automated Embedded Systems Classification System,Smart motor controller for BLDC motors using STM32 with FOC algorithm and CAN bus communication for EV applications. The project will leverage open-source tools wherever possible to maximize reproducibility.,Electronics,Experimental,<1L,12,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",FPGA Board (Xilinx Artix-7),Computing,VLSI RTL Design,Experimental,Programming,C/C++,Programming
PRJ_00D883,Automated Embedded Systems Classification System,Smart motor controller for BLDC motors using STM32 with FOC algorithm and CAN bus communication for EV applications. The project will leverage open-source tools wherever possible to maximize reproducibility.,Electronics,Experimental,<1L,12,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",Logic Analyzer,Lab Instrument,FFT Signal Analysis,Analytical,Embedded Systems,Xilinx Vivado,Design
PRJ_00D883,Automated Embedded Systems Classification System,Smart motor controller for BLDC motors using STM32 with FOC algorithm and CAN bus communication for EV applications. The project will leverage open-source tools wherever possible to maximize reproducibility.,Electronics,Experimental,<1L,12,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",Motor Driver Module,Computing,,,,,
PRJ_00D883,Automated Embedded Systems Classification System,Smart motor controller for BLDC motors using STM32 with FOC algorithm and CAN bus communication for EV applications. The project will leverage open-source tools wherever possible to maximize reproducibility.,Electronics,Experimental,<1L,12,"Electronics, Biology, Embedded Systems","Jaipur, Rajasthan",3D Printer (FDM),Fabrication,,,,,
PRJ_B0D19E,Multi-Modal Embedded Systems Assessment System,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,1L-5L,18,"Programming, Electronics, Electronics","Coimbatore, Tamil Nadu",Power Supply (Variable),Lab Instrument,FFT Signal Analysis,Analytical,Programming,C/C++,Programming
PRJ_B0D19E,Multi-Modal Embedded Systems Assessment System,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,1L-5L,18,"Programming, Electronics, Electronics","Coimbatore, Tamil Nadu",PCB Prototyping Machine,Fabrication,Eye Diagram Analysis,Analytical,Embedded Systems,Proteus,Simulation
PRJ_B0D19E,Multi-Modal Embedded Systems Assessment System,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,1L-5L,18,"Programming, Electronics, Electronics","Coimbatore, Tamil Nadu",FPGA Board (Xilinx Artix-7),Computing,,,,Altium Designer,Design
PRJ_B0D19E,Multi-Modal Embedded Systems Assessment System,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,1L-5L,18,"Programming, Electronics, Electronics","Coimbatore, Tamil Nadu",Soldering Station,Fabrication,,,,LTSpice,Simulation
PRJ_B0D19E,Multi-Modal Embedded Systems Assessment System,RF front-end design for a 2.4 GHz IoT transceiver with noise figure optimization and on-PCB antenna integration. Data privacy and security considerations are incorporated into the design.,Electronics,Experimental,1L-5L,18,"Programming, Electronics, Electronics","Coimbatore, Tamil Nadu",Motor Driver Module,Computing,,,,,
